regulator,gene_id
ZCP4_0210,ZCP4_1663
ZCP4_0523,ZCP4_1663
ZCP4_1585,ZCP4_1663
ZCP4_1718,ZCP4_1663
ZCP4_0018,ZCP4_1462
ZCP4_0128,ZCP4_1462
ZCP4_0375,ZCP4_1462
ZCP4_0523,ZCP4_1462
ZCP4_1382,ZCP4_1462
ZCP4_1585,ZCP4_1462
ZCP4_1637,ZCP4_1462
ZCP4_1718,ZCP4_1462
ZCP4_0018,ZCP4_1331
ZCP4_0128,ZCP4_1331
ZCP4_0210,ZCP4_1331
ZCP4_0375,ZCP4_1331
ZCP4_0523,ZCP4_1331
ZCP4_1382,ZCP4_1331
ZCP4_1718,ZCP4_1331
ZCP4_0128,ZCP4_1307
ZCP4_0523,ZCP4_1307
ZCP4_1387,ZCP4_1307
ZCP4_1718,ZCP4_1307
ZCP4_0523,ZCP4_1232
ZCP4_0018,ZCP4_1226
ZCP4_0128,ZCP4_1226
ZCP4_0128,ZCP4_1226
ZCP4_0375,ZCP4_1226
ZCP4_0523,ZCP4_1226
ZCP4_1387,ZCP4_1226
ZCP4_1465,ZCP4_1226
ZCP4_1585,ZCP4_1226
ZCP4_1718,ZCP4_1226
ZCP4_0523,ZCP4_1890
ZCP4_0018,ZCP4_1836
ZCP4_0128,ZCP4_1836
ZCP4_0523,ZCP4_1836
ZCP4_1382,ZCP4_1836
ZCP4_1718,ZCP4_1836
ZCP4_0523,ZCP4_1800
ZCP4_1382,ZCP4_1800
ZCP4_1718,ZCP4_1800
ZCP4_0018,ZCP4_1861
ZCP4_0128,ZCP4_1861
ZCP4_0375,ZCP4_1861
ZCP4_0523,ZCP4_1861
ZCP4_1382,ZCP4_1861
ZCP4_1585,ZCP4_1861
ZCP4_1637,ZCP4_1861
ZCP4_1718,ZCP4_1861
ZCP4_0018,ZCP4_1853
ZCP4_0128,ZCP4_1853
ZCP4_0210,ZCP4_1853
ZCP4_0375,ZCP4_1853
ZCP4_0523,ZCP4_1853
ZCP4_1382,ZCP4_1853
ZCP4_1718,ZCP4_1853
ZCP4_0018,ZCP4_1918
ZCP4_0128,ZCP4_1918
ZCP4_0210,ZCP4_1918
ZCP4_0375,ZCP4_1918
ZCP4_0523,ZCP4_1918
ZCP4_1382,ZCP4_1918
ZCP4_1718,ZCP4_1918
ZCP4_0375,ZCP4_1166
ZCP4_0375,ZCP4_1115
ZCP4_1387,ZCP4_1115
ZCP4_0375,ZCP4_1105
ZCP4_0018,ZCP4_1048
ZCP4_0375,ZCP4_1048
ZCP4_0375,ZCP4_1006
ZCP4_0375,ZCP4_0978
ZCP4_1387,ZCP4_0978
ZCP4_1387,ZCP4_0978
ZCP4_1718,ZCP4_0978
ZCP4_0375,ZCP4_0968
ZCP4_0375,ZCP4_0952
ZCP4_1387,ZCP4_0952
ZCP4_1465,ZCP4_0952
ZCP4_0128,ZCP4_0910
ZCP4_0210,ZCP4_0910
ZCP4_0375,ZCP4_0910
ZCP4_0375,ZCP4_0910
ZCP4_1382,ZCP4_0910
ZCP4_1387,ZCP4_0910
ZCP4_1465,ZCP4_0910
ZCP4_1637,ZCP4_0910
ZCP4_1718,ZCP4_0910
ZCP4_0375,ZCP4_0840
ZCP4_0375,ZCP4_0776
ZCP4_1465,ZCP4_0776
ZCP4_0375,ZCP4_0732
ZCP4_0018,ZCP4_0714
ZCP4_0375,ZCP4_0714
ZCP4_1718,ZCP4_0714
ZCP4_0375,ZCP4_0692
ZCP4_1387,ZCP4_0692
ZCP4_0210,ZCP4_0639
ZCP4_0375,ZCP4_0639
ZCP4_1382,ZCP4_0639
ZCP4_1718,ZCP4_0639
ZCP4_0375,ZCP4_0633
ZCP4_1465,ZCP4_0633
ZCP4_1718,ZCP4_0633
ZCP4_0375,ZCP4_0627
ZCP4_1465,ZCP4_0627
ZCP4_1465,ZCP4_0627
ZCP4_0018,ZCP4_0518
ZCP4_0375,ZCP4_0518
ZCP4_1465,ZCP4_0518
ZCP4_1718,ZCP4_0518
ZCP4_0375,ZCP4_0517
ZCP4_1387,ZCP4_0517
ZCP4_1465,ZCP4_0517
ZCP4_0018,ZCP4_0504
ZCP4_0375,ZCP4_0504
ZCP4_1465,ZCP4_0504
ZCP4_0375,ZCP4_0500
ZCP4_1387,ZCP4_0500
ZCP4_1387,ZCP4_0500
ZCP4_0018,ZCP4_0445
ZCP4_0128,ZCP4_0445
ZCP4_0210,ZCP4_0445
ZCP4_0375,ZCP4_0445
ZCP4_1382,ZCP4_0445
ZCP4_1718,ZCP4_0445
ZCP4_0018,ZCP4_0385
ZCP4_0375,ZCP4_0385
ZCP4_0375,ZCP4_0384
ZCP4_0375,ZCP4_0376
ZCP4_0375,ZCP4_0353
ZCP4_1387,ZCP4_0353
ZCP4_1465,ZCP4_0353
ZCP4_0375,ZCP4_0349
ZCP4_1465,ZCP4_0349
ZCP4_0128,ZCP4_0310
ZCP4_0375,ZCP4_0310
ZCP4_1382,ZCP4_0310
ZCP4_1387,ZCP4_0310
ZCP4_0018,ZCP4_0279
ZCP4_0375,ZCP4_0279
ZCP4_1382,ZCP4_0279
ZCP4_1718,ZCP4_0279
ZCP4_0375,ZCP4_0225
ZCP4_0375,ZCP4_0211
ZCP4_1387,ZCP4_0211
ZCP4_1718,ZCP4_0211
ZCP4_0128,ZCP4_0170
ZCP4_0375,ZCP4_0170
ZCP4_0128,ZCP4_0162
ZCP4_0375,ZCP4_0162
ZCP4_1387,ZCP4_0162
ZCP4_0018,ZCP4_0149
ZCP4_0128,ZCP4_0149
ZCP4_0210,ZCP4_0149
ZCP4_0210,ZCP4_0149
ZCP4_0375,ZCP4_0149
ZCP4_1718,ZCP4_0149
ZCP4_1718,ZCP4_0149
ZCP4_0375,ZCP4_0137
ZCP4_1387,ZCP4_0137
ZCP4_0375,ZCP4_0121
ZCP4_1387,ZCP4_0121
ZCP4_0375,ZCP4_0064
ZCP4_0375,ZCP4_0036
ZCP4_1387,ZCP4_0036
ZCP4_1465,ZCP4_0036
ZCP4_0375,ZCP4_0035
ZCP4_0375,ZCP4_0010
ZCP4_0128,ZCP4_0005
ZCP4_0128,ZCP4_0005
ZCP4_0375,ZCP4_0005
ZCP4_1382,ZCP4_0005
ZCP4_1387,ZCP4_0005
ZCP4_1718,ZCP4_0005
ZCP4_0018,ZCP4_1754
ZCP4_0128,ZCP4_1754
ZCP4_0375,ZCP4_1754
ZCP4_1718,ZCP4_1754
ZCP4_0375,ZCP4_1749
ZCP4_1382,ZCP4_1749
ZCP4_1387,ZCP4_1749
ZCP4_1387,ZCP4_1749
ZCP4_0375,ZCP4_1745
ZCP4_0375,ZCP4_1745
ZCP4_1387,ZCP4_1745
ZCP4_1387,ZCP4_1745
ZCP4_1718,ZCP4_1745
ZCP4_0375,ZCP4_1691
ZCP4_0375,ZCP4_1689
ZCP4_0375,ZCP4_1668
ZCP4_1465,ZCP4_1668
ZCP4_1718,ZCP4_1668
ZCP4_0375,ZCP4_1602
ZCP4_1718,ZCP4_1602
ZCP4_0375,ZCP4_1569
ZCP4_0375,ZCP4_1537
ZCP4_1382,ZCP4_1537
ZCP4_1718,ZCP4_1537
ZCP4_0375,ZCP4_1504
ZCP4_1382,ZCP4_1504
ZCP4_1718,ZCP4_1504
ZCP4_0375,ZCP4_1483
ZCP4_1465,ZCP4_1483
ZCP4_0375,ZCP4_1482
ZCP4_1387,ZCP4_1482
ZCP4_0375,ZCP4_1459
ZCP4_0375,ZCP4_1459
ZCP4_1387,ZCP4_1459
ZCP4_1465,ZCP4_1459
ZCP4_0018,ZCP4_1445
ZCP4_0375,ZCP4_1445
ZCP4_1382,ZCP4_1445
ZCP4_1718,ZCP4_1445
ZCP4_0018,ZCP4_1435
ZCP4_0375,ZCP4_1435
ZCP4_0375,ZCP4_1435
ZCP4_1387,ZCP4_1435
ZCP4_1465,ZCP4_1435
ZCP4_1718,ZCP4_1435
ZCP4_0375,ZCP4_1429
ZCP4_1387,ZCP4_1429
ZCP4_1465,ZCP4_1429
ZCP4_1465,ZCP4_1429
ZCP4_0128,ZCP4_1300
ZCP4_0210,ZCP4_1300
ZCP4_0375,ZCP4_1300
ZCP4_1465,ZCP4_1300
ZCP4_1718,ZCP4_1300
ZCP4_0018,ZCP4_1297
ZCP4_0128,ZCP4_1297
ZCP4_0210,ZCP4_1297
ZCP4_0375,ZCP4_1297
ZCP4_1382,ZCP4_1297
ZCP4_1718,ZCP4_1297
ZCP4_0375,ZCP4_1282
ZCP4_0375,ZCP4_1282
ZCP4_0018,ZCP4_1898
ZCP4_0128,ZCP4_1898
ZCP4_0375,ZCP4_1898
ZCP4_1718,ZCP4_1898
ZCP4_0265,ZCP4_1839
ZCP4_0375,ZCP4_1839
ZCP4_1718,ZCP4_1839
ZCP4_0018,ZCP4_1854
ZCP4_0210,ZCP4_1854
ZCP4_0375,ZCP4_1854
ZCP4_1382,ZCP4_1854
ZCP4_1718,ZCP4_1854
ZCP4_0375,ZCP4_1773
ZCP4_1718,ZCP4_1773
ZCP4_0265,ZCP4_0913
ZCP4_1387,ZCP4_0913
ZCP4_1387,ZCP4_0913
ZCP4_0265,ZCP4_0892
ZCP4_1387,ZCP4_0892
ZCP4_1465,ZCP4_0892
ZCP4_0265,ZCP4_0812
ZCP4_0265,ZCP4_0782
ZCP4_1718,ZCP4_0782
ZCP4_0265,ZCP4_0657
ZCP4_1387,ZCP4_0657
ZCP4_1387,ZCP4_0657
ZCP4_1465,ZCP4_0657
ZCP4_0265,ZCP4_0434
ZCP4_0265,ZCP4_0222
ZCP4_0265,ZCP4_0201
ZCP4_0128,ZCP4_1472
ZCP4_0265,ZCP4_1472
ZCP4_1382,ZCP4_1472
ZCP4_1387,ZCP4_1472
ZCP4_1718,ZCP4_1472
ZCP4_0265,ZCP4_1405
ZCP4_1718,ZCP4_1405
ZCP4_0265,ZCP4_1333
ZCP4_1387,ZCP4_1333
ZCP4_1387,ZCP4_1333
ZCP4_0018,ZCP4_1332
ZCP4_0128,ZCP4_1332
ZCP4_0265,ZCP4_1332
ZCP4_1382,ZCP4_1332
ZCP4_1387,ZCP4_1332
ZCP4_1718,ZCP4_1332
ZCP4_0265,ZCP4_1218
ZCP4_0265,ZCP4_1864
ZCP4_0265,ZCP4_1865
ZCP4_1387,ZCP4_1865
ZCP4_0210,ZCP4_0833
ZCP4_1382,ZCP4_0833
ZCP4_1387,ZCP4_0833
ZCP4_0018,ZCP4_0605
ZCP4_0128,ZCP4_0605
ZCP4_0210,ZCP4_0605
ZCP4_1718,ZCP4_0605
ZCP4_0128,ZCP4_0419
ZCP4_0210,ZCP4_0419
ZCP4_1382,ZCP4_0419
ZCP4_1465,ZCP4_0419
ZCP4_1718,ZCP4_0419
ZCP4_0210,ZCP4_0342
ZCP4_0018,ZCP4_1376
ZCP4_0210,ZCP4_1376
ZCP4_0128,ZCP4_1262
ZCP4_0210,ZCP4_1262
ZCP4_1382,ZCP4_1262
ZCP4_1718,ZCP4_1262
ZCP4_0210,ZCP4_1835
ZCP4_1387,ZCP4_1164
ZCP4_0128,ZCP4_0982
ZCP4_1387,ZCP4_0982
ZCP4_1387,ZCP4_0982
ZCP4_1465,ZCP4_0982
ZCP4_1718,ZCP4_0982
ZCP4_1718,ZCP4_0982
ZCP4_1465,ZCP4_0787
ZCP4_1387,ZCP4_0628
ZCP4_1718,ZCP4_0628
ZCP4_1387,ZCP4_0591
ZCP4_1387,ZCP4_0427
ZCP4_1387,ZCP4_0393
ZCP4_1387,ZCP4_0364
ZCP4_1387,ZCP4_0333
ZCP4_1387,ZCP4_0301
ZCP4_1387,ZCP4_0300
ZCP4_1718,ZCP4_0300
ZCP4_1387,ZCP4_0280
ZCP4_1387,ZCP4_0267
ZCP4_1465,ZCP4_0087
ZCP4_1387,ZCP4_0046
ZCP4_1465,ZCP4_0046
ZCP4_1585,ZCP4_0046
ZCP4_1387,ZCP4_1555
ZCP4_1387,ZCP4_1495
ZCP4_1387,ZCP4_1439
ZCP4_1387,ZCP4_1439
ZCP4_1465,ZCP4_1439
ZCP4_1465,ZCP4_1439
ZCP4_1465,ZCP4_1397
ZCP4_1465,ZCP4_1298
ZCP4_1387,ZCP4_1937
ZCP4_1387,ZCP4_1807
ZCP4_0128,ZCP4_1168
ZCP4_0128,ZCP4_1144
ZCP4_1718,ZCP4_1144
ZCP4_0018,ZCP4_1140
ZCP4_0128,ZCP4_1140
ZCP4_1382,ZCP4_1140
ZCP4_1585,ZCP4_1140
ZCP4_1718,ZCP4_1140
ZCP4_1718,ZCP4_1140
ZCP4_0128,ZCP4_1120
ZCP4_0018,ZCP4_1077
ZCP4_0128,ZCP4_1077
ZCP4_1382,ZCP4_1077
ZCP4_1387,ZCP4_1077
ZCP4_1718,ZCP4_1077
ZCP4_0128,ZCP4_1063
ZCP4_0018,ZCP4_0962
ZCP4_0128,ZCP4_0962
ZCP4_1382,ZCP4_0962
ZCP4_1387,ZCP4_0962
ZCP4_1718,ZCP4_0962
ZCP4_0018,ZCP4_0945
ZCP4_0128,ZCP4_0945
ZCP4_1718,ZCP4_0945
ZCP4_0128,ZCP4_0918
ZCP4_1387,ZCP4_0918
ZCP4_1387,ZCP4_0918
ZCP4_0128,ZCP4_0880
ZCP4_1465,ZCP4_0880
ZCP4_0128,ZCP4_0879
ZCP4_0128,ZCP4_0717
ZCP4_0128,ZCP4_0547
ZCP4_1382,ZCP4_0547
ZCP4_1718,ZCP4_0547
ZCP4_0128,ZCP4_0404
ZCP4_1387,ZCP4_0404
ZCP4_0128,ZCP4_0370
ZCP4_0128,ZCP4_0182
ZCP4_0128,ZCP4_0128
ZCP4_1382,ZCP4_0128
ZCP4_0018,ZCP4_0018
ZCP4_0128,ZCP4_0018
ZCP4_1382,ZCP4_0018
ZCP4_1718,ZCP4_0018
ZCP4_0018,ZCP4_1760
ZCP4_0128,ZCP4_1760
ZCP4_1382,ZCP4_1760
ZCP4_1718,ZCP4_1760
ZCP4_0018,ZCP4_1743
ZCP4_0128,ZCP4_1743
ZCP4_1718,ZCP4_1743
ZCP4_0018,ZCP4_1670
ZCP4_0128,ZCP4_1670
ZCP4_1382,ZCP4_1670
ZCP4_0128,ZCP4_1659
ZCP4_0128,ZCP4_1527
ZCP4_1387,ZCP4_1527
ZCP4_1718,ZCP4_1527
ZCP4_0128,ZCP4_1490
ZCP4_1382,ZCP4_1490
ZCP4_1718,ZCP4_1490
ZCP4_0128,ZCP4_1437
ZCP4_1387,ZCP4_1437
ZCP4_1465,ZCP4_1437
ZCP4_0018,ZCP4_1395
ZCP4_0128,ZCP4_1395
ZCP4_1382,ZCP4_1395
ZCP4_1465,ZCP4_1395
ZCP4_1718,ZCP4_1395
ZCP4_0128,ZCP4_1316
ZCP4_0018,ZCP4_1233
ZCP4_0128,ZCP4_1233
ZCP4_1382,ZCP4_1233
ZCP4_1718,ZCP4_1233
ZCP4_0128,ZCP4_1811
ZCP4_1465,ZCP4_1811
ZCP4_0128,ZCP4_1809
ZCP4_1387,ZCP4_1809
ZCP4_0128,ZCP4_1860
ZCP4_1382,ZCP4_1860
ZCP4_0018,ZCP4_1117
ZCP4_0018,ZCP4_1108
ZCP4_0018,ZCP4_1001
ZCP4_0018,ZCP4_0926
ZCP4_0018,ZCP4_0925
ZCP4_1382,ZCP4_0925
ZCP4_1465,ZCP4_0925
ZCP4_1718,ZCP4_0925
ZCP4_0018,ZCP4_0848
ZCP4_0018,ZCP4_0798
ZCP4_1465,ZCP4_0798
ZCP4_0018,ZCP4_0594
ZCP4_1718,ZCP4_0594
ZCP4_0018,ZCP4_0405
ZCP4_1382,ZCP4_0405
ZCP4_1718,ZCP4_0405
ZCP4_0018,ZCP4_0378
ZCP4_1718,ZCP4_0378
ZCP4_0018,ZCP4_0375
ZCP4_0018,ZCP4_0287
ZCP4_0018,ZCP4_0198
ZCP4_0018,ZCP4_0157
ZCP4_1387,ZCP4_0157
ZCP4_0018,ZCP4_0069
ZCP4_1387,ZCP4_0069
ZCP4_1465,ZCP4_0069
ZCP4_0018,ZCP4_0045
ZCP4_0018,ZCP4_1696
ZCP4_1387,ZCP4_1696
ZCP4_1465,ZCP4_1696
ZCP4_0018,ZCP4_1599
ZCP4_1382,ZCP4_1599
ZCP4_1718,ZCP4_1599
ZCP4_1718,ZCP4_1599
ZCP4_0018,ZCP4_1407
ZCP4_0018,ZCP4_1372
ZCP4_1387,ZCP4_1372
ZCP4_0018,ZCP4_1246
ZCP4_1718,ZCP4_1246
ZCP4_0018,ZCP4_1242
ZCP4_0018,ZCP4_1889
ZCP4_0018,ZCP4_1777
ZCP4_0018,ZCP4_1768
ZCP4_0018,ZCP4_1879
ZCP4_1718,ZCP4_1879
ZCP4_1387,ZCP4_0779
ZCP4_1387,ZCP4_1093
ZCP4_1465,ZCP4_1093
ZCP4_1718,ZCP4_1093
ZCP4_1465,ZCP4_1085
ZCP4_1718,ZCP4_1085
ZCP4_1718,ZCP4_1082
ZCP4_1387,ZCP4_0893
ZCP4_1718,ZCP4_0893
ZCP4_1387,ZCP4_0811
ZCP4_1718,ZCP4_0811
ZCP4_1718,ZCP4_0598
ZCP4_1465,ZCP4_0556
ZCP4_1718,ZCP4_0556
ZCP4_1382,ZCP4_0348
ZCP4_1718,ZCP4_0348
ZCP4_1718,ZCP4_0328
ZCP4_1718,ZCP4_1721
ZCP4_1382,ZCP4_1690
ZCP4_1465,ZCP4_1690
ZCP4_1718,ZCP4_1690
ZCP4_1718,ZCP4_1598
ZCP4_1718,ZCP4_1540
ZCP4_1382,ZCP4_1250
ZCP4_1718,ZCP4_1250
ZCP4_1718,ZCP4_1248
ZCP4_1718,ZCP4_1248
ZCP4_1585,ZCP4_0634
ZCP4_1585,ZCP4_1466
ZCP4_1465,ZCP4_1070
ZCP4_1387,ZCP4_1019
ZCP4_1465,ZCP4_1019
ZCP4_1465,ZCP4_0813
ZCP4_1465,ZCP4_0781
ZCP4_1387,ZCP4_0721
ZCP4_1465,ZCP4_0721
ZCP4_1465,ZCP4_0721
ZCP4_1387,ZCP4_0601
ZCP4_1465,ZCP4_0601
ZCP4_1465,ZCP4_0502
ZCP4_1465,ZCP4_0458
ZCP4_1465,ZCP4_0422
ZCP4_1465,ZCP4_0351
ZCP4_1387,ZCP4_0127
ZCP4_1465,ZCP4_0127
ZCP4_1465,ZCP4_0090
ZCP4_1465,ZCP4_0088
ZCP4_1387,ZCP4_0071
ZCP4_1465,ZCP4_0071
ZCP4_1465,ZCP4_1717
ZCP4_1465,ZCP4_1643
ZCP4_1465,ZCP4_1594
ZCP4_1465,ZCP4_1530
ZCP4_1387,ZCP4_1524
ZCP4_1465,ZCP4_1524
ZCP4_1465,ZCP4_1515
ZCP4_1387,ZCP4_1488
ZCP4_1465,ZCP4_1488
ZCP4_1387,ZCP4_1434
ZCP4_1465,ZCP4_1434
ZCP4_1387,ZCP4_1428
ZCP4_1387,ZCP4_1428
ZCP4_1465,ZCP4_1428
ZCP4_1387,ZCP4_1409
ZCP4_1465,ZCP4_1409
ZCP4_1465,ZCP4_1302
ZCP4_1387,ZCP4_1273
ZCP4_1465,ZCP4_1273
ZCP4_1465,ZCP4_1900
ZCP4_1465,ZCP4_1817
ZCP4_1387,ZCP4_1200
ZCP4_1387,ZCP4_1197
ZCP4_1387,ZCP4_1143
ZCP4_1387,ZCP4_1032
ZCP4_1387,ZCP4_1000
ZCP4_1387,ZCP4_0988
ZCP4_1387,ZCP4_0990
ZCP4_1382,ZCP4_0961
ZCP4_1387,ZCP4_0961
ZCP4_1387,ZCP4_0939
ZCP4_1387,ZCP4_0919
ZCP4_1387,ZCP4_0919
ZCP4_1387,ZCP4_0881
ZCP4_1387,ZCP4_0868
ZCP4_1387,ZCP4_0867
ZCP4_1387,ZCP4_0857
ZCP4_1387,ZCP4_0847
ZCP4_1387,ZCP4_0841
ZCP4_1387,ZCP4_0832
ZCP4_1387,ZCP4_0830
ZCP4_1387,ZCP4_0827
ZCP4_1387,ZCP4_0827
ZCP4_1387,ZCP4_0797
ZCP4_1387,ZCP4_0786
ZCP4_1387,ZCP4_0774
ZCP4_1387,ZCP4_0766
ZCP4_1387,ZCP4_0707
ZCP4_1387,ZCP4_0691
ZCP4_1387,ZCP4_0651
ZCP4_1382,ZCP4_0546
ZCP4_1387,ZCP4_0546
ZCP4_1387,ZCP4_0538
ZCP4_1387,ZCP4_0526
ZCP4_1387,ZCP4_0506
ZCP4_1387,ZCP4_0392
ZCP4_1387,ZCP4_0338
ZCP4_1387,ZCP4_0335
ZCP4_1387,ZCP4_0335
ZCP4_1387,ZCP4_0291
ZCP4_1387,ZCP4_0202
ZCP4_1387,ZCP4_0200
ZCP4_1387,ZCP4_0163
ZCP4_1387,ZCP4_0118
ZCP4_1387,ZCP4_0112
ZCP4_1387,ZCP4_0091
ZCP4_1387,ZCP4_0086
ZCP4_1387,ZCP4_0078
ZCP4_1387,ZCP4_0050
ZCP4_1387,ZCP4_0031
ZCP4_1387,ZCP4_0026
ZCP4_1387,ZCP4_0007
ZCP4_1387,ZCP4_1763
ZCP4_1387,ZCP4_1758
ZCP4_1387,ZCP4_1729
ZCP4_1387,ZCP4_1676
ZCP4_1387,ZCP4_1676
ZCP4_1387,ZCP4_1673
ZCP4_1387,ZCP4_1673
ZCP4_1387,ZCP4_1672
ZCP4_1387,ZCP4_1625
ZCP4_1387,ZCP4_1592
ZCP4_1387,ZCP4_1581
ZCP4_1387,ZCP4_1547
ZCP4_1387,ZCP4_1502
ZCP4_1387,ZCP4_1426
ZCP4_1387,ZCP4_1406
ZCP4_1387,ZCP4_1406
ZCP4_1387,ZCP4_1404
ZCP4_1387,ZCP4_1385
ZCP4_1387,ZCP4_1380
ZCP4_1387,ZCP4_1374
ZCP4_1387,ZCP4_1357
ZCP4_1387,ZCP4_1336
ZCP4_1387,ZCP4_1335
ZCP4_1387,ZCP4_1330
ZCP4_1387,ZCP4_1899
ZCP4_1387,ZCP4_1867
ZCP4_1387,ZCP4_1797
ZCP4_1382,ZCP4_1775
ZCP4_1387,ZCP4_1775
ZCP4_1387,ZCP4_1771
ZCP4_1387,ZCP4_1856
ZCP4_1387,ZCP4_1880
ZCP4_1382,ZCP4_0281
ZCP4_1382,ZCP4_0024
ZCP4_1382,ZCP4_1289
ZCP4_1327,ZCP4_1327
ZCP4_1327,ZCP4_1769
